N,WIDTH,HEIGHT,FAMILY,FPGA_PART,Frequency,Latency,DSP,LUT,FF,BRAM
10,1024,1024,kintex7,xc7k70tfbg676-2L,143,11.981,24,27,2,12
20,1024,1024,kintex7,xc7k70tfbg676-2L,143,11.981,25,54,3,11
30,1024,1024,kintex7,xc7k70tfbg676-2L,143,11.633,25,77,3,16
1,280,280,kintex7,xc7k70tfbg676-3,158,1.691,1,5,1,5
1,320,320,kintex7,xc7k70tfbg676-3,158,2.189,1,5,1,5
10,320,320,kintex7,xc7k70tfbg676-3,139,1.222,24,26,2,12
1,512,512,kintex7,xc7k70tfbg676-3,138,5.535,1,4,1,8
10,512,512,kintex7,xc7k70tfbg676-3,139,3.062,24,26,2,12
1,1024,1024,kintex7,xc7k70tfbg676-3,138,21.893,1,5,1,8
10,1024,1024,kintex7,xc7k70tfbg676-3,139,11.981,24,27,2,12
20,1024,1024,kintex7,xc7k70tfbg676-3,139,11.981,25,55,3,11
30,1024,1024,kintex7,xc7k70tfbg676-3,139,11.633,25,73,3,16
1,280,280,kintex7,xc7k70tfbg484-1,146,1.694,1,5,2,5
1,320,320,kintex7,xc7k70tfbg484-1,146,2.192,1,5,2,5
10,320,320,kintex7,xc7k70tfbg484-1,137,1.226,24,26,2,12
1,512,512,kintex7,xc7k70tfbg484-1,139,5.545,1,5,1,8
10,512,512,kintex7,xc7k70tfbg484-1,137,3.067,24,27,2,12
1,1024,1024,kintex7,xc7k70tfbg484-1,139,21.914,1,5,2,8
10,1024,1024,kintex7,xc7k70tfbg484-1,137,11.991,24,27,2,12
1,280,280,kintex7,xc7k70tfbg484-2,149,1.691,1,5,1,5
1,320,320,kintex7,xc7k70tfbg484-2,149,2.189,1,5,1,5
10,320,320,kintex7,xc7k70tfbg484-2,143,1.222,24,26,2,12
1,512,512,kintex7,xc7k70tfbg484-2,144,5.54,1,5,2,8
10,512,512,kintex7,xc7k70tfbg484-2,143,3.062,24,26,2,12
1,1024,1024,kintex7,xc7k70tfbg484-2,145,21.903,1,5,2,8
10,1024,1024,kintex7,xc7k70tfbg484-2,143,11.981,24,27,2,12
20,1024,1024,kintex7,xc7k70tfbg484-2,143,11.981,25,54,3,11
30,1024,1024,kintex7,xc7k70tfbg484-2,143,11.633,25,77,3,16
1,280,280,kintex7,xc7k70tfbg484-2L,149,1.691,1,5,1,5
1,320,320,kintex7,xc7k70tfbg484-2L,149,2.189,1,5,1,5
10,320,320,kintex7,xc7k70tfbg484-2L,143,1.222,24,26,2,12
1,512,512,kintex7,xc7k70tfbg484-2L,144,5.54,1,5,2,8
10,512,512,kintex7,xc7k70tfbg484-2L,143,3.062,24,26,2,12
1,1024,1024,kintex7,xc7k70tfbg484-2L,145,21.903,1,5,2,8
10,1024,1024,kintex7,xc7k70tfbg484-2L,143,11.981,24,27,2,12
20,1024,1024,kintex7,xc7k70tfbg484-2L,143,11.981,25,54,3,11
30,1024,1024,kintex7,xc7k70tfbg484-2L,143,11.633,25,77,3,16
1,280,280,kintex7,xc7k70tfbg484-3,158,1.691,1,5,1,5
1,320,320,kintex7,xc7k70tfbg484-3,158,2.189,1,5,1,5
10,320,320,kintex7,xc7k70tfbg484-3,139,1.222,24,26,2,12
1,512,512,kintex7,xc7k70tfbg484-3,138,5.535,1,4,1,8
10,512,512,kintex7,xc7k70tfbg484-3,139,3.062,24,26,2,12
1,1024,1024,kintex7,xc7k70tfbg484-3,138,21.893,1,5,1,8
10,1024,1024,kintex7,xc7k70tfbg484-3,139,11.981,24,27,2,12
20,1024,1024,kintex7,xc7k70tfbg484-3,139,11.981,25,55,3,11
30,1024,1024,kintex7,xc7k70tfbg484-3,139,11.633,25,73,3,16
1,280,280,kintex7,xc7k160tfbg484-1,146,1.694,0,2,0,2
1,320,320,kintex7,xc7k160tfbg484-1,146,2.192,0,2,0,2
10,320,320,kintex7,xc7k160tfbg484-1,137,1.226,9,10,1,5
1,512,512,kintex7,xc7k160tfbg484-1,139,5.545,0,2,0,3
10,512,512,kintex7,xc7k160tfbg484-1,137,3.067,9,10,1,5
1,1024,1024,kintex7,xc7k160tfbg484-1,139,21.914,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbg484-1,137,11.991,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbg484-1,137,11.991,10,22,1,4
30,1024,1024,kintex7,xc7k160tfbg484-1,137,11.643,10,29,1,6
1,280,280,kintex7,xc7k160tfbg484-2,149,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbg484-2,149,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbg484-2,143,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbg484-2,144,5.54,0,2,0,3
10,512,512,kintex7,xc7k160tfbg484-2,143,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbg484-2,145,21.903,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbg484-2,143,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbg484-2,143,11.981,10,21,1,4
30,1024,1024,kintex7,xc7k160tfbg484-2,143,11.633,10,31,1,6
1,280,280,kintex7,xc7k160tfbg484-2L,149,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbg484-2L,149,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbg484-2L,143,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbg484-2L,144,5.54,0,2,0,3
10,512,512,kintex7,xc7k160tfbg484-2L,143,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbg484-2L,145,21.903,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbg484-2L,143,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbg484-2L,143,11.981,10,21,1,4
30,1024,1024,kintex7,xc7k160tfbg484-2L,143,11.633,10,31,1,6
1,280,280,kintex7,xc7k160tfbg484-3,158,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbg484-3,158,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbg484-3,139,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbg484-3,138,5.535,0,2,0,3
10,512,512,kintex7,xc7k160tfbg484-3,139,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbg484-3,138,21.893,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbg484-3,139,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbg484-3,139,11.981,10,22,1,4
30,1024,1024,kintex7,xc7k160tfbg484-3,139,11.633,10,29,1,6
1,280,280,kintex7,xc7k160tfbg676-1,146,1.694,0,2,0,2
1,320,320,kintex7,xc7k160tfbg676-1,146,2.192,0,2,0,2
10,320,320,kintex7,xc7k160tfbg676-1,137,1.226,9,10,1,5
1,512,512,kintex7,xc7k160tfbg676-1,139,5.545,0,2,0,3
10,512,512,kintex7,xc7k160tfbg676-1,137,3.067,9,10,1,5
1,1024,1024,kintex7,xc7k160tfbg676-1,139,21.914,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbg676-1,137,11.991,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbg676-1,137,11.991,10,22,1,4
30,1024,1024,kintex7,xc7k160tfbg676-1,137,11.643,10,29,1,6
1,280,280,kintex7,xc7k160tfbg676-2,149,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbg676-2,149,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbg676-2,143,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbg676-2,144,5.54,0,2,0,3
10,512,512,kintex7,xc7k160tfbg676-2,143,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbg676-2,145,21.903,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbg676-2,143,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbg676-2,143,11.981,10,21,1,4
30,1024,1024,kintex7,xc7k160tfbg676-2,143,11.633,10,31,1,6
1,280,280,kintex7,xc7k160tfbg676-2L,149,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbg676-2L,149,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbg676-2L,143,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbg676-2L,144,5.54,0,2,0,3
10,512,512,kintex7,xc7k160tfbg676-2L,143,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbg676-2L,145,21.903,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbg676-2L,143,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbg676-2L,143,11.981,10,21,1,4
30,1024,1024,kintex7,xc7k160tfbg676-2L,143,11.633,10,31,1,6
1,280,280,kintex7,xc7k160tfbg676-3,158,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbg676-3,158,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbg676-3,139,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbg676-3,138,5.535,0,2,0,3
10,512,512,kintex7,xc7k160tfbg676-3,139,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbg676-3,138,21.893,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbg676-3,139,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbg676-3,139,11.981,10,22,1,4
30,1024,1024,kintex7,xc7k160tfbg676-3,139,11.633,10,29,1,6
1,280,280,kintex7,xc7k160tfbv484-1,146,1.694,0,2,0,2
1,320,320,kintex7,xc7k160tfbv484-1,146,2.192,0,2,0,2
10,320,320,kintex7,xc7k160tfbv484-1,137,1.226,9,10,1,5
1,512,512,kintex7,xc7k160tfbv484-1,139,5.545,0,2,0,3
10,512,512,kintex7,xc7k160tfbv484-1,137,3.067,9,10,1,5
1,1024,1024,kintex7,xc7k160tfbv484-1,139,21.914,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbv484-1,137,11.991,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbv484-1,137,11.991,10,22,1,4
30,1024,1024,kintex7,xc7k160tfbv484-1,137,11.643,10,29,1,6
1,280,280,kintex7,xc7k160tfbv484-2,149,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbv484-2,149,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbv484-2,143,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbv484-2,144,5.54,0,2,0,3
10,512,512,kintex7,xc7k160tfbv484-2,143,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbv484-2,145,21.903,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbv484-2,143,11.981,9,11,1,5
1,280,280,kintex7,xc7k160tfbv484-2L,149,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbv484-2L,149,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbv484-2L,143,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbv484-2L,144,5.54,0,2,0,3
10,512,512,kintex7,xc7k160tfbv484-2L,143,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbv484-2L,145,21.903,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbv484-2L,143,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbv484-2L,143,11.981,10,21,1,4
30,1024,1024,kintex7,xc7k160tfbv484-2L,143,11.633,10,31,1,6
1,280,280,kintex7,xc7k160tfbv484-3,158,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbv484-3,158,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbv484-3,139,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbv484-3,138,5.535,0,2,0,3
10,512,512,kintex7,xc7k160tfbv484-3,139,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbv484-3,138,21.893,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbv484-3,139,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbv484-3,139,11.981,10,22,1,4
30,1024,1024,kintex7,xc7k160tfbv484-3,139,11.633,10,29,1,6
1,280,280,kintex7,xc7k160tfbv676-1,146,1.694,0,2,0,2
1,320,320,kintex7,xc7k160tfbv676-1,146,2.192,0,2,0,2
10,320,320,kintex7,xc7k160tfbv676-1,137,1.226,9,10,1,5
1,512,512,kintex7,xc7k160tfbv676-1,139,5.545,0,2,0,3
10,512,512,kintex7,xc7k160tfbv676-1,137,3.067,9,10,1,5
1,1024,1024,kintex7,xc7k160tfbv676-1,139,21.914,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbv676-1,137,11.991,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbv676-1,137,11.991,10,22,1,4
30,1024,1024,kintex7,xc7k160tfbv676-1,137,11.643,10,29,1,6
1,280,280,kintex7,xc7k160tfbv676-2,149,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbv676-2,149,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbv676-2,143,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbv676-2,144,5.54,0,2,0,3
10,512,512,kintex7,xc7k160tfbv676-2,143,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbv676-2,145,21.903,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbv676-2,143,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbv676-2,143,11.981,10,21,1,4
30,1024,1024,kintex7,xc7k160tfbv676-2,143,11.633,10,31,1,6
1,280,280,kintex7,xc7k160tfbv676-2L,149,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbv676-2L,149,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbv676-2L,143,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbv676-2L,144,5.54,0,2,0,3
10,512,512,kintex7,xc7k160tfbv676-2L,143,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbv676-2L,145,21.903,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbv676-2L,143,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbv676-2L,143,11.981,10,21,1,4
30,1024,1024,kintex7,xc7k160tfbv676-2L,143,11.633,10,31,1,6
1,280,280,kintex7,xc7k160tfbv676-3,158,1.691,0,2,0,2
1,320,320,kintex7,xc7k160tfbv676-3,158,2.189,0,2,0,2
10,320,320,kintex7,xc7k160tfbv676-3,139,1.222,9,10,0,5
1,512,512,kintex7,xc7k160tfbv676-3,138,5.535,0,2,0,3
10,512,512,kintex7,xc7k160tfbv676-3,139,3.062,9,10,0,5
1,1024,1024,kintex7,xc7k160tfbv676-3,138,21.893,0,2,0,3
10,1024,1024,kintex7,xc7k160tfbv676-3,139,11.981,9,11,1,5
20,1024,1024,kintex7,xc7k160tfbv676-3,139,11.981,10,22,1,4
30,1024,1024,kintex7,xc7k160tfbv676-3,139,11.633,10,29,1,6
1,280,280,kintex7,xc7k160tffg676-1,146,1.694,0,2,0,2
1,320,320,kintex7,xc7k160tffg676-1,146,2.192,0,2,0,2
10,320,320,kintex7,xc7k160tffg676-1,137,1.226,9,10,1,5
1,512,512,kintex7,xc7k160tffg676-1,139,5.545,0,2,0,3
10,512,512,kintex7,xc7k160tffg676-1,137,3.067,9,10,1,5
1,1024,1024,kintex7,xc7k160tffg676-1,139,21.914,0,2,0,3
10,1024,1024,kintex7,xc7k160tffg676-1,137,11.991,9,11,1,5
20,1024,1024,kintex7,xc7k160tffg676-1,137,11.991,10,22,1,4
30,1024,1024,kintex7,xc7k160tffg676-1,137,11.643,10,29,1,6
